,Bush,Kerr,Nade,Chen,Edwa,LBus,HCli,BCli,Powe,Ashc,McCa,DemP,RepP
498,85,40,60,70,50,85,0,15,70,60,70,30,60
499,70,40,50,70,50,85,30,30,60,40,50,60,70
500,15,70,0,0,70,60,85,100,60,15,70,70,15
501,30,85,15,0,85,70,85,100,60,30,70,30,85
502,50,85,50,50,50,50,50,0,75,50,85,70,50
503,70,50,30,60,70,85,40,30,85,50,50,40,85
504,100,0,50,50,0,70,0,0,70,50,70,0,70
505,45,60,15,70,55,50,65,75,90,60,50,70,60
506,60,60,50,60,60,40,70,85,70,70,50,70,70
507,0,100,0,0,100,50,100,100,100,50,50,85,70
508,40,50,50,0,50,60,60,60,40,0,50,40,15
509,100,40,0,60,30,100,15,15,100,70,70,15,85
510,0,70,52,0,85,0,80,85,15,0,60,70,0
511,70,60,50,50,60,70,70,50,70,50,50,60,70
512,85,50,50,70,60,100,0,30,85,70,85,70,70
513,85,15,50,50,70,85,60,85,60,70,70,40,60
514,60,70,40,0,85,85,70,70,85,50,70,85,70
515,15,50,40,40,50,50,100,85,40,50,50,60,40
516,0,70,60,15,60,15,60,15,15,50,50,60,40
517,70,40,50,50,85,70,50,15,50,50,50,50,50
518,85,30,30,60,40,70,15,15,85,50,60,40,60
519,85,0,15,100,0,100,0,0,70,70,85,0,100
520,70,60,40,60,70,60,85,85,85,60,60,70,60
521,60,85,40,60,85,70,85,70,70,60,50,85,70
522,0,70,30,0,70,30,40,40,60,0,50,40,0
523,85,15,50,70,15,100,15,40,50,40,50,40,60
524,70,70,60,0,50,60,70,60,40,50,85,40,40
525,0,70,85,0,100,60,100,100,70,15,85,60,15
526,50,50,50,50,50,50,60,60,60,50,50,60,50
527,50,60,15,50,70,60,80,70,50,50,60,60,40
528,0,70,30,15,70,60,60,85,70,15,85,70,15
529,0,70,10,0,75,40,80,80,50,50,30,80,10
530,85,15,30,70,50,85,15,0,85,60,70,40,85
531,30,40,40,30,85,60,85,60,40,50,60,60,30
532,0,10,60,0,10,1,15,12,3,0,1,10,1
533,85,60,50,70,50,100,85,100,100,85,85,70,85
534,80,45,55,65,60,90,40,55,80,65,75,55,70
535,85,30,50,85,15,100,30,30,85,70,70,30,85
536,30,70,70,30,85,60,60,70,70,30,70,70,40
537,70,85,70,70,70,50,50,50,70,50,50,70,70
538,85,40,50,85,15,70,30,60,100,50,50,40,70
539,0,70,50,30,85,50,70,70,50,0,50,60,40
540,40,60,50,60,60,85,85,85,100,60,85,85,40
541,85,0,0,85,0,100,0,0,85,70,40,50,70
542,40,40,40,60,60,60,60,60,85,50,50,40,60
543,60,30,50,100,60,85,0,100,85,70,50,40,85
544,100,15,50,85,40,100,0,0,85,100,70,40,85
545,30,100,70,50,85,50,100,100,100,60,70,85,40
546,85,50,0,85,15,100,40,60,70,70,50,40,70
547,30,60,50,30,50,50,50,70,50,50,50,70,30
548,15,85,50,15,85,50,100,85,70,15,60,60,0
549,0,60,40,15,60,40,85,85,30,0,60,60,30
550,85,30,85,85,70,50,70,60,85,70,90,50,50
551,85,15,30,60,40,60,50,40,70,60,70,30,100
552,40,50,50,70,70,85,30,0,85,50,60,60,70
553,50,0,0,50,50,100,0,0,100,0,50,50,50
554,30,50,15,30,50,70,60,70,60,15,70,40,40
555,0,50,0,0,70,15,60,60,50,0,60,60,15
556,70,15,15,40,40,70,15,15,85,60,50,15,70
557,85,15,50,85,40,100,0,0,85,50,70,30,85
558,100,50,50,100,50,100,50,50,100,50,70,15,85
559,100,0,50,85,0,100,0,0,85,100,50,30,85
560,60,30,100,15,30,50,0,85,40,50,85,30,30
561,85,15,40,70,50,70,30,15,70,60,70,30,60
562,50,70,85,60,100,70,100,100,85,30,50,70,50
563,100,0,0,100,0,100,0,0,100,100,85,15,100
564,60,50,60,50,60,100,85,100,60,60,60,50,50
565,0,60,70,0,40,0,30,30,30,0,60,0,0
566,40,100,0,0,100,85,70,70,100,70,85,70,40
567,100,60,50,85,60,85,60,60,100,70,100,60,85
568,15,70,60,15,70,85,70,85,70,30,60,50,30
569,70,60,50,60,50,70,85,60,60,50,50,60,60
570,85,40,30,70,40,100,30,60,85,60,70,30,70
571,15,15,0,50,50,15,70,70,50,50,30,50,50
572,50,75,22,21,90,50,80,75,100,80,100,75,50
573,85,40,60,40,50,85,0,85,40,15,60,60,70
574,95,5,70,80,30,90,0,20,50,90,90,20,70
575,100,40,0,50,30,85,70,50,100,50,50,50,100
576,85,30,50,75,40,80,25,35,90,70,75,25,60
577,100,30,30,85,30,85,0,0,70,60,50,30,70
578,10,60,60,30,70,50,90,80,50,10,60,50,10
579,85,85,70,85,85,70,70,85,85,60,70,85,85
580,15,15,0,15,0,30,15,15,50,15,50,15,15
581,70,50,50,60,70,85,70,60,70,60,70,60,70
582,15,50,50,0,50,50,50,50,30,0,30,40,30
583,15,85,50,0,60,85,60,70,85,60,50,85,40
584,85,40,50,70,40,85,60,50,70,60,60,60,70
585,50,60,0,60,70,15,85,100,85,60,60,70,50
586,100,30,50,85,30,100,30,40,85,70,85,40,85
587,100,40,50,85,40,100,15,15,85,85,85,15,100
588,85,50,60,60,50,85,30,60,100,50,50,60,85
589,0,85,50,15,70,70,50,50,85,50,50,60,70
590,70,60,15,40,60,75,60,70,85,50,85,70,70
591,40,85,60,30,85,100,70,100,85,40,85,70,30
592,70,30,0,70,0,100,85,50,85,0,60,60,60
593,100,40,60,100,40,100,40,40,100,100,100,0,100
594,85,30,30,85,15,70,30,30,85,70,50,50,85
595,100,0,15,100,15,100,0,15,85,85,70,15,85
596,70,30,15,40,50,85,30,60,85,30,85,40,60
597,100,70,70,70,60,85,70,85,85,60,50,70,85
598,15,85,50,0,85,0,70,70,30,50,60,70,0
599,85,30,50,85,30,85,0,30,60,60,70,40,60
600,85,0,50,70,30,85,15,0,100,60,100,0,100
601,100,0,0,100,0,100,0,0,85,100,50,0,100
602,100,0,50,100,15,100,0,0,100,85,60,15,100
603,100,0,50,85,50,85,0,40,85,50,60,30,100
604,85,50,40,50,60,100,30,70,100,70,70,40,60
605,100,0,0,85,0,100,50,50,85,85,85,15,85
606,0,60,15,0,100,70,100,70,70,0,50,70,30
607,40,60,50,0,100,70,0,6,70,50,100,60,40
608,0,70,40,15,70,50,70,85,40,50,60,70,0
609,15,65,65,15,70,40,100,85,40,0,50,60,20
610,85,30,60,100,85,100,70,85,100,85,70,70,70
611,100,0,60,85,0,100,50,0,100,50,50,0,100
612,85,15,0,70,0,85,0,40,70,60,60,30,60
613,15,85,60,15,85,60,70,85,60,60,85,85,30
614,0,85,50,0,85,40,100,85,50,50,85,70,0
615,30,60,0,15,70,40,85,70,60,0,60,70,30
616,85,70,60,70,50,85,85,50,60,60,60,70,60
617,15,85,30,70,50,85,100,100,100,50,60,100,15
618,30,60,15,60,65,55,65,75,80,45,70,40,40
619,100,15,15,70,50,100,60,70,100,70,60,70,70
620,0,85,60,15,60,30,85,100,85,50,50,70,30
621,70,15,15,0,40,50,70,40,0,60,50,70,50
622,0,85,50,15,85,70,70,70,85,30,85,85,30
623,100,60,50,0,70,100,85,100,85,70,85,60,70
624,0,85,30,0,70,50,70,85,60,0,50,85,15
625,100,50,50,100,60,100,40,50,100,85,70,70,85
626,50,0,30,70,0,60,0,30,40,15,85,15,60
627,15,60,0,0,60,40,70,70,70,30,50,70,60
628,50,70,0,15,60,60,70,100,70,50,60,70,50
629,70,70,40,60,70,85,40,70,85,40,85,60,40
630,50,100,85,70,100,85,100,100,85,0,100,85,40
631,100,15,40,100,0,100,0,0,100,85,100,15,85
632,100,15,15,70,15,50,0,0,50,85,40,15,70
633,85,0,15,85,15,100,0,0,60,50,50,0,85
634,60,85,50,60,85,70,100,100,50,50,50,60,85
635,30,85,60,40,70,50,30,70,85,50,60,50,30
636,30,70,70,0,70,60,85,85,70,0,70,85,40
637,30,70,15,15,85,60,100,85,60,50,50,85,60
638,15,85,50,50,50,50,60,50,50,55,50,85,15
639,100,30,0,100,40,100,0,60,100,60,70,30,100
640,0,60,40,0,70,50,85,85,70,0,65,60,0
641,85,30,50,70,30,70,0,0,70,60,40,30,70
642,60,40,60,50,50,50,70,70,60,40,70,60,60
643,85,0,40,70,40,85,30,40,85,60,85,0,70
644,85,40,60,60,50,85,70,70,70,60,50,40,85
645,15,40,70,0,50,40,50,70,40,0,15,60,50
646,85,50,0,85,50,85,70,70,70,70,70,60,85
647,15,70,85,0,70,0,50,60,100,0,100,60,50
648,85,15,50,50,0,100,0,0,100,70,60,30,70
649,15,50,50,40,60,50,70,85,60,50,60,60,50
650,85,60,60,85,40,85,50,30,85,70,50,40,70
651,100,50,50,70,100,100,100,100,100,70,60,100,100
652,90,0,70,80,40,70,50,80,90,60,90,60,80
653,70,70,50,50,85,100,70,70,85,50,60,85,40
654,85,30,0,70,30,85,0,30,85,60,70,15,70
655,15,60,30,0,85,40,70,70,40,15,70,70,30
656,85,15,30,70,15,85,15,30,70,60,60,30,70
657,40,50,50,40,50,50,50,70,50,30,50,50,50
658,60,50,50,60,70,85,40,40,70,50,50,50,50
659,50,60,30,15,70,70,85,85,60,50,70,60,30
660,50,50,50,90,10,85,10,50,90,50,75,49,51
661,15,85,60,30,70,100,60,85,100,15,100,70,15
662,85,50,60,85,50,85,50,40,85,85,70,50,70
663,70,40,50,30,50,50,15,0,40,50,50,30,70
664,60,30,15,15,15,100,15,60,100,30,85,50,50
665,85,40,50,70,60,100,15,30,100,30,100,40,60
666,85,100,70,70,85,70,70,70,85,60,70,100,100
667,0,100,15,0,100,60,90,100,80,30,50,85,20
668,100,40,50,70,60,70,50,15,40,60,40,60,85
669,85,50,50,85,50,50,40,40,50,50,50,40,85
670,100,15,30,60,50,100,0,0,85,100,50,0,70
671,15,60,30,0,60,60,85,85,85,15,85,60,40
672,70,50,50,60,50,70,60,40,85,40,50,50,85
673,70,50,50,60,50,60,50,60,60,50,60,50,60
674,40,70,50,40,70,40,70,70,50,40,40,85,40
675,70,0,15,60,50,70,60,60,85,15,50,50,70
676,85,15,50,60,50,100,0,60,85,60,70,15,85
677,50,85,15,30,85,70,70,60,60,30,30,70,40
678,0,85,60,0,70,40,85,85,60,0,60,85,0
679,60,50,50,60,50,60,40,60,50,50,50,85,15
680,85,50,50,60,60,70,0,0,60,70,50,60,70
681,75,25,30,50,10,85,10,20,75,50,85,50,60
682,0,85,85,0,100,70,15,85,30,50,0,100,0
683,100,40,50,85,60,100,0,0,85,85,70,40,85
684,15,70,50,15,70,50,70,85,30,15,50,60,15
685,70,60,50,70,70,60,30,30,100,40,50,60,70
686,0,85,15,0,100,50,60,100,60,0,60,100,40
687,50,60,50,0,60,50,70,70,30,30,50,60,50
688,40,70,60,60,50,50,0,30,85,50,50,70,40
689,85,50,60,100,40,100,70,60,85,50,30,40,85
690,40,70,60,15,85,85,70,70,85,30,85,60,30
691,85,50,40,70,50,100,50,40,70,50,100,50,85
692,100,30,70,60,40,100,0,0,100,50,70,50,85
693,60,50,30,40,50,50,50,60,70,40,50,50,50
694,70,40,40,60,40,70,60,70,85,60,50,70,60
695,100,30,30,70,15,100,30,60,60,70,60,15,100
696,70,40,30,85,70,70,50,50,85,85,85,60,85
697,15,70,60,15,70,50,60,60,30,30,40,60,30
698,70,70,70,70,85,85,70,85,85,70,60,70,70
699,40,85,30,30,85,30,85,100,70,15,70,85,60
700,85,15,15,85,15,85,0,0,100,70,60,0,100
701,60,85,50,30,70,50,70,85,70,40,40,60,40
702,60,60,50,60,70,85,50,0,85,50,50,60,60
703,30,70,50,50,60,30,70,40,60,50,50,70,30
704,70,60,70,50,50,60,40,50,70,50,60,60,60
705,100,30,15,85,30,85,15,15,85,70,60,30,85
706,70,40,40,50,50,50,50,30,50,50,50,40,40
707,100,0,70,85,15,100,0,15,85,85,85,30,85
708,40,100,50,15,85,60,100,100,100,60,100,100,50
709,30,40,30,40,50,60,85,70,70,30,60,40,30
710,100,60,50,70,60,50,50,30,85,50,85,60,85
711,85,15,0,85,30,100,0,30,85,60,40,15,60
712,15,100,50,15,100,0,60,85,50,0,60,85,15
713,70,40,15,70,50,70,40,70,70,60,70,70,60
714,0,40,40,15,60,70,30,60,70,0,100,30,30
715,15,70,0,0,60,70,100,85,70,15,85,60,30
716,70,70,60,60,70,60,70,70,70,60,60,60,60
717,100,0,50,85,15,85,0,15,85,70,30,15,85
718,70,60,0,70,85,85,15,30,70,50,70,30,60
719,100,30,60,80,5,70,5,0,95,75,90,3,90
720,40,60,50,50,50,50,70,85,60,50,50,85,40
721,85,50,50,70,40,100,40,15,85,60,70,40,70
722,100,50,70,50,60,85,15,15,70,50,77,60,70
723,0,70,85,0,70,40,40,85,40,0,70,70,15
724,100,30,50,60,40,100,0,0,100,50,50,15,85
725,70,50,60,40,30,60,30,30,70,50,60,40,60
726,0,70,60,0,70,50,70,60,15,15,15,60,15
727,85,15,0,100,60,100,85,50,100,70,70,30,70
728,15,85,0,40,100,85,85,100,70,50,60,100,50
729,60,30,50,60,30,70,15,60,60,40,50,50,50
730,15,85,70,0,70,50,85,85,40,0,60,70,30
731,30,40,0,60,60,50,40,60,70,15,50,40,30
732,0,85,30,0,85,50,70,70,60,0,70,85,15
733,0,70,0,0,80,40,80,70,50,0,80,85,0
734,5,75,0,5,50,5,50,85,5,0,50,85,5
735,30,85,50,50,85,60,85,85,50,40,30,100,30
736,85,0,15,50,15,70,85,60,85,50,50,85,70
737,0,60,50,0,50,30,50,60,60,0,70,60,0
738,30,70,0,15,50,0,40,85,50,30,70,40,40
739,0,85,60,50,85,60,100,100,100,60,40,70,60
740,100,0,0,85,0,100,0,0,85,85,70,0,100
741,0,85,60,0,85,60,100,100,30,0,60,60,0
742,70,60,30,60,40,70,50,50,60,60,60,40,70
743,100,100,100,0,100,50,100,100,15,0,100,100,50
744,85,60,40,90,50,85,0,15,85,85,60,40,70
745,70,70,40,50,50,60,100,85,100,50,50,100,85
746,100,60,85,60,60,100,60,40,100,50,100,70,85
747,60,70,50,60,50,70,85,40,60,50,40,70,60
748,70,0,60,50,15,85,0,0,60,50,40,0,60
749,60,85,50,50,60,85,70,70,70,50,60,85,60
750,70,15,60,70,30,85,30,15,100,60,60,60,85
751,90,5,55,45,35,90,10,20,75,50,65,30,65
752,0,75,0,0,85,75,95,95,75,0,75,75,0
753,95,15,60,90,15,95,0,0,85,80,85,15,90
754,0,60,50,50,50,30,60,50,70,50,50,50,50
755,0,70,50,15,75,50,30,50,75,50,70,55,30
756,75,45,50,60,60,100,0,30,100,40,75,50,50
757,30,4,40,30,60,70,60,60,85,40,85,50,50
758,50,85,40,30,70,50,100,100,85,50,70,70,50
759,70,50,60,60,30,85,40,60,85,50,70,60,70
760,50,70,0,40,70,60,85,85,15,15,60,85,70
761,100,0,85,70,0,100,3,0,85,85,70,15,70
762,0,70,80,0,80,30,70,90,80,30,80,70,20
763,85,30,0,40,60,100,15,30,85,40,85,15,60
764,0,70,40,0,50,0,85,100,30,50,15,40,0
765,85,40,50,60,30,0,15,70,70,85,100,100,0
766,0,100,0,0,100,0,100,100,30,15,30,85,15
767,100,50,50,100,50,100,0,0,100,100,85,30,85
768,85,30,40,60,50,85,15,0,100,50,50,40,70
769,100,70,40,85,50,85,0,40,100,85,100,40,85
770,70,70,70,60,70,85,0,85,70,70,70,70,15
771,100,0,100,85,85,100,60,0,100,50,100,50,50
772,0,85,0,15,70,85,85,70,85,50,15,70,0
773,40,60,15,40,70,50,85,85,100,40,50,70,40
774,70,15,30,40,30,100,0,0,100,30,100,30,30
775,60,15,50,50,40,85,0,50,85,60,85,40,50
776,100,0,50,100,0,100,0,0,100,100,50,100,100
777,15,30,50,40,50,60,85,60,100,60,60,50,50
778,30,60,0,30,60,50,60,100,50,50,50,70,50
779,30,85,0,0,85,50,15,100,50,0,40,60,15
780,50,70,85,50,50,50,100,100,100,70,70,100,0
781,85,30,40,40,50,85,0,0,50,85,50,40,80
782,40,70,30,30,60,70,85,85,50,30,85,50,50
783,70,30,50,70,15,85,15,50,85,70,60,50,50
784,10,50,0,0,85,15,100,100,100,15,30,85,60
785,70,40,50,60,85,50,30,70,85,60,85,60,5
786,100,50,50,85,60,100,50,60,85,85,70,50,100
787,100,60,50,70,50,100,70,100,85,85,85,60,85
788,70,40,15,50,30,60,60,60,85,40,50,50,70
789,0,70,50,0,50,50,60,85,70,50,50,50,50
790,40,60,50,40,50,50,50,40,50,50,50,50,50
791,75,30,50,60,60,90,10,40,90,60,60,40,60
792,100,0,50,100,15,100,0,0,85,85,70,15,85
793,100,1,50,100,5,100,3,1,100,70,70,0,100
794,85,15,50,85,15,85,15,15,85,85,85,60,85
795,85,50,50,40,60,85,85,85,60,60,60,70,70
796,15,70,85,0,60,30,60,85,40,15,50,60,40
797,100,0,0,100,0,100,0,0,30,30,0,30,100
798,70,85,0,15,85,85,60,85,60,50,50,85,40
799,40,85,50,15,85,60,100,100,40,15,60,100,30
800,100,30,40,70,50,100,0,40,100,70,70,30,70
801,30,60,50,30,60,60,60,15,70,30,50,70,40
802,100,0,60,85,50,100,0,0,85,85,50,0,60
803,30,70,50,60,85,70,100,85,60,15,40,70,40
804,85,60,40,15,60,100,50,60,70,60,50,60,85
805,0,60,15,0,85,50,85,85,60,0,50,70,0
806,60,85,50,70,70,70,100,100,85,70,60,100,50
807,100,50,45,90,40,100,30,0,85,85,85,30,100
808,50,85,60,50,100,70,100,100,60,30,60,85,60
809,100,40,60,60,50,70,30,0,85,50,50,30,70
810,60,90,30,50,70,70,10,20,75,50,60,80,50
811,85,0,50,85,15,100,0,15,100,70,30,15,85
812,70,30,50,60,70,70,70,70,70,40,40,50,60
813,60,45,15,50,15,100,0,45,85,30,85,45,55
814,30,70,15,60,70,60,50,70,70,50,50,70,40
815,0,90,60,15,70,15,95,85,30,0,50,70,0
816,15,85,40,30,85,85,60,70,70,30,60,70,40
817,0,100,30,50,70,50,100,100,85,60,50,100,0
818,70,40,50,60,50,85,30,15,70,60,70,60,60
819,85,50,30,85,50,100,60,15,85,15,70,40,70
820,70,30,60,40,70,50,15,70,85,40,60,40,70
821,85,50,85,70,15,85,0,0,60,60,85,50,50
822,15,70,50,50,50,60,70,60,70,50,50,70,30
823,15,60,50,0,50,30,60,85,30,40,60,60,30
824,70,60,85,50,50,85,85,60,85,40,70,60,60
825,85,40,15,85,15,85,30,30,85,60,70,70,70
826,30,40,40,40,50,50,60,50,30,15,30,30,15
827,70,70,100,60,70,60,70,60,70,60,70,70,70
828,0,100,0,0,100,15,100,100,0,0,40,100,0
829,100,0,0,100,0,100,0,0,100,100,100,0,100
830,80,0,0,85,0,85,0,30,85,50,60,30,60
831,40,85,0,30,85,70,100,100,60,30,70,100,40
832,70,40,30,50,50,85,50,40,70,60,60,60,60
833,30,85,50,15,70,70,70,70,85,40,70,60,30
834,85,50,70,85,85,60,30,70,60,50,50,70,70
835,15,85,40,50,85,70,70,70,70,50,50,60,40
836,100,40,50,85,40,100,40,30,100,85,85,50,85
837,100,30,60,100,50,100,50,60,85,70,85,30,85
838,15,85,60,50,50,70,70,85,70,50,50,70,15
839,0,85,85,0,85,50,85,100,60,0,70,70,40
840,0,85,40,40,30,50,0,0,70,50,15,60,50
841,85,50,70,85,50,85,85,85,85,85,70,70,70
842,0,85,50,60,40,50,70,40,60,30,50,40,15
843,15,85,50,0,85,40,85,100,50,30,60,85,40
844,50,70,50,50,70,50,50,70,50,50,60,50,70
845,15,70,50,50,50,60,70,70,60,50,50,70,30
846,30,60,0,0,50,60,60,85,60,0,60,70,60
847,50,60,30,30,60,85,70,85,60,40,50,60,50
848,85,50,70,85,60,100,50,50,85,70,70,50,85
849,0,50,15,40,40,50,85,100,70,50,50,85,0
850,0,100,50,0,100,85,60,100,50,40,60,100,50
851,40,60,30,15,60,70,70,70,85,0,85,30,30
852,70,40,30,60,50,85,0,30,70,40,85,40,60
853,15,50,0,85,15,50,70,50,85,50,70,85,30
854,100,0,40,100,0,100,0,0,100,50,70,0,100
855,40,60,50,40,60,50,70,70,70,50,70,60,40
856,0,60,70,50,50,50,70,85,30,30,30,50,50
857,30,70,40,70,60,60,70,70,85,60,50,60,50
858,15,70,60,0,60,50,70,60,70,70,30,70,15
859,100,40,50,70,60,100,0,0,85,70,60,40,85
860,85,50,85,60,60,100,30,30,100,70,85,40,60
861,60,85,50,70,85,50,50,30,70,70,100,85,40
862,100,60,70,85,60,100,15,30,100,60,85,40,85
863,15,70,50,50,15,40,85,100,70,50,50,100,50
864,50,60,30,30,50,50,50,85,50,15,50,50,40
865,85,0,60,60,15,100,0,0,85,70,30,40,70
866,85,60,50,70,60,85,30,40,100,70,100,55,60
867,85,15,50,70,15,100,15,15,60,70,60,15,70
868,30,70,50,40,70,60,100,90,60,30,50,85,40
869,0,85,15,0,85,15,85,100,60,0,60,70,15
870,100,0,15,100,0,100,0,0,60,85,40,0,100
871,100,50,77,70,50,100,70,70,100,70,50,70,85
872,0,60,0,0,30,70,50,0,40,15,60,60,50
873,100,15,70,100,40,85,40,60,85,100,70,60,85
874,50,100,50,50,100,70,70,85,70,50,70,100,50
875,60,70,0,0,70,70,85,100,60,60,0,60,0
876,60,85,60,0,50,85,85,85,85,85,60,70,50
877,15,85,30,0,100,50,85,70,60,15,60,80,30
878,60,60,15,50,15,40,60,80,60,50,50,60,60
879,0,85,50,0,70,15,50,85,30,0,85,50,30
880,100,0,60,85,0,85,15,15,60,85,50,0,100
881,95,45,35,85,60,95,30,5,85,95,50,50,95
882,85,60,50,70,30,70,80,90,85,70,85,60,70
883,0,60,85,0,60,15,85,100,40,50,60,70,15
884,50,50,50,50,50,50,70,85,50,50,50,70,50
885,0,70,85,0,60,50,50,50,30,0,50,40,0
886,70,15,50,60,0,100,15,40,85,70,70,30,60
887,100,40,50,60,60,100,0,0,100,40,100,50,100
888,0,70,0,0,85,0,85,85,15,0,30,60,15
889,0,100,70,0,85,50,85,100,70,0,85,70,15
890,100,0,15,85,0,100,0,0,85,60,70,0,100
891,85,50,30,70,40,100,60,70,100,70,85,0,85
892,0,85,0,0,100,40,100,100,60,0,70,100,0
893,85,50,60,60,70,85,0,30,100,40,85,30,70
894,85,30,60,70,70,70,15,50,85,60,70,40,70
895,85,0,15,70,0,100,0,0,85,85,50,0,85
896,50,70,50,30,85,60,50,60,60,50,60,70,50
897,60,70,70,70,70,60,70,60,85,50,50,50,50
898,70,60,50,40,70,70,70,85,70,85,70,70,85
899,100,0,0,85,0,100,0,0,85,85,85,0,100
900,100,15,50,70,30,100,30,0,50,50,70,15,100
901,0,85,30,0,100,0,100,100,50,0,60,85,0
902,30,85,50,40,70,40,85,100,70,30,70,85,30
903,70,40,50,50,40,70,40,15,85,60,40,30,60
904,85,70,60,70,50,100,100,50,100,70,85,70,70
905,15,85,0,0,70,15,85,60,50,0,60,60,30
906,70,60,50,0,60,100,40,85,100,0,85,70,40
907,85,15,50,60,40,100,60,15,85,50,60,15,70
908,100,30,2,100,10,100,50,5,100,50,25,30,50
909,40,70,0,40,100,85,100,85,30,70,60,70,60
910,30,85,60,0,70,70,70,85,85,30,60,70,40
911,70,60,30,30,70,85,60,85,85,60,50,60,60
912,15,85,60,30,85,30,85,100,15,50,50,60,50
913,15,15,40,0,30,50,40,50,60,0,60,30,4
914,85,15,50,100,15,85,0,0,100,15,85,40,70
915,85,15,15,60,0,85,0,30,100,40,85,30,70
916,40,60,50,50,50,50,60,70,70,60,50,70,60
917,0,85,50,40,85,50,70,100,30,50,50,85,0
918,70,30,50,70,50,50,50,40,50,50,50,50,50
919,0,70,40,40,85,30,100,100,70,50,15,70,30
920,50,100,0,50,100,70,100,100,85,30,50,100,40
921,0,85,15,0,85,50,70,5,60,15,60,85,15
922,90,15,15,85,15,50,30,30,85,70,15,15,90
923,95,40,50,60,55,90,15,50,85,70,55,50,85
924,100,0,15,100,15,100,15,0,70,85,60,30,70
925,40,60,50,40,50,50,50,60,40,40,70,60,40
926,30,60,15,50,70,85,85,100,40,50,60,85,0
927,85,30,15,60,15,85,0,15,100,30,85,30,70
928,70,70,70,15,50,80,40,60,90,40,80,65,50
929,60,85,30,85,85,100,100,100,70,100,30,100,50
930,70,50,50,60,40,70,40,30,70,60,60,40,60
931,70,70,50,50,50,50,60,15,100,50,85,60,50
932,0,100,85,50,60,70,100,85,0,0,50,100,0
933,60,70,50,70,85,85,70,85,85,60,70,70,60
934,85,40,50,70,30,100,50,70,100,60,70,40,60
935,60,65,50,50,90,85,40,55,70,50,60,70,60
936,0,85,60,15,85,50,100,100,60,0,60,85,15
937,85,15,50,70,0,100,0,30,85,70,70,40,60
938,85,50,50,60,50,85,0,0,85,50,100,60,85
939,85,60,50,70,50,85,40,60,85,70,60,50,60
940,70,60,15,70,30,50,5,60,75,50,50,40,60
941,0,70,60,0,85,30,85,85,40,0,85,60,15
942,30,85,50,40,70,50,70,60,70,50,50,100,15
943,40,100,15,50,100,100,100,100,60,40,70,100,100
944,100,0,0,100,0,100,0,0,60,100,15,40,85
945,15,85,50,30,70,50,70,100,60,70,70,85,0
946,40,50,50,40,50,50,60,50,50,30,50,50,40
947,0,85,15,0,85,50,70,95,40,0,70,70,10
948,70,15,60,100,30,70,0,30,85,70,85,30,60
949,85,30,70,85,40,85,30,15,85,85,70,40,60
950,85,15,70,100,15,100,70,60,100,70,60,60,70
951,60,70,30,15,70,60,70,85,60,60,30,70,60
952,15,100,15,0,100,50,85,100,40,0,70,85,15
953,30,85,15,30,50,60,50,70,85,70,85,70,30
954,0,85,60,0,100,50,85,100,50,0,70,85,0
955,85,30,50,85,40,100,15,15,10,100,70,40,85
956,85,40,50,60,60,85,30,40,85,70,70,30,70
957,40,60,50,30,50,50,60,70,70,30,85,60,60
958,85,15,50,60,15,70,0,15,60,50,60,40,70
959,100,15,60,70,15,85,0,0,85,85,85,15,85
960,30,60,50,30,50,50,70,70,70,60,60,50,50
961,85,40,30,85,50,70,15,30,100,70,100,30,70
962,100,0,50,100,40,100,30,40,85,50,15,15,85
963,50,60,50,40,60,50,60,60,50,50,40,60,50
964,85,30,0,50,70,85,30,50,100,40,70,50,50
965,85,60,60,60,70,100,15,60,100,0,70,60,60
966,15,70,50,15,70,50,70,60,40,40,60,85,30
967,85,40,50,60,60,85,70,70,70,60,100,40,70
968,100,0,0,85,0,100,0,0,100,100,50,50,90
969,0,60,50,0,62,50,85,60,40,40,60,60,40
970,50,50,50,50,50,50,60,60,50,50,50,50,50
971,85,0,60,60,30,70,15,40,60,60,70,30,70
972,0,70,50,0,85,100,60,60,40,15,100,85,15
973,0,85,50,50,60,60,85,70,70,40,40,100,15
974,100,40,75,60,50,90,70,0,100,100,100,50,60
975,100,15,50,85,30,100,0,15,85,85,50,60,85
976,70,30,50,60,30,70,30,30,70,50,50,40,40
977,40,70,0,40,70,50,85,85,60,50,50,85,40
978,0,70,0,0,85,30,85,100,15,0,70,85,0
979,15,85,0,0,60,60,50,85,70,30,70,85,50
980,60,50,50,60,50,60,60,60,70,50,50,50,60
981,100,30,50,70,15,100,30,0,100,70,85,15,50
982,0,85,0,0,85,50,70,75,40,0,40,85,15
983,0,60,40,0,60,50,50,60,85,0,50,60,50
984,0,85,30,0,85,40,100,100,40,15,60,70,15
985,70,60,70,70,70,60,70,70,70,60,60,40,60
986,100,40,40,95,40,100,2,40,90,95,90,50,75
987,70,30,60,85,50,100,85,85,70,50,85,50,85
988,40,70,70,30,70,60,85,70,85,40,70,70,40
989,70,50,15,70,50,70,70,85,85,85,70,50,50
990,0,100,0,0,100,15,70,100,0,0,0,100,0
991,0,60,60,0,85,50,70,85,50,50,70,70,40
992,40,60,30,30,50,40,50,60,50,15,50,50,40
993,100,40,30,85,0,100,0,0,70,100,0,40,100
994,40,60,60,15,70,70,70,70,60,30,70,60,50
995,0,70,60,50,50,50,85,100,50,50,50,100,0
